,datetime,actual_state,actual,forecast
641,2023-06-02,up,306,180.0
642,2023-07-07,down,185,225.0
643,2023-08-04,down,157,200.0
644,2023-09-01,up,227,170.0
645,2023-10-06,up,297,170.0
646,2023-11-03,down,150,180.0
647,2023-12-08,down,173,180.0
648,2024-01-05,up,333,170.0
649,2024-02-02,up,229,187.0
650,2024-03-08,up,270,198.0
651,2024-04-05,up,315,212.0
652,2024-05-03,down,165,238.0
653,2024-06-07,up,218,182.0
654,2024-07-05,down,179,191.0
655,2024-08-02,down,89,176.0
656,2024-09-06,down,159,164.0
657,2024-10-04,up,223,147.0
658,2024-11-01,down,36,106.0
659,2024-12-06,up,212,202.0
660,2025-01-10,up,307,164.0
661,2025-02-07,down,125,169.0
662,2025-03-07,down,117,159.0
663,2025-04-04,up,185,137.0
664,2025-05-02,up,147,138.0
665,2025-06-06,up,144,126.0
666,2025-07-03,up,147,111.0
