,datetime,actual_state,actual,forecast
624,2022-01-25,down,111.1,111.8
625,2022-02-22,down,105.7,110.0
626,2022-03-29,up,107.6,107.0
627,2022-04-26,up,108.6,108.0
628,2022-05-31,down,103.2,103.9
629,2022-06-28,down,98.4,100.4
630,2022-07-26,down,95.3,97.2
631,2022-08-30,up,103.6,97.9
632,2022-09-27,up,107.8,104.5
633,2022-10-25,down,102.2,106.5
634,2022-11-29,up,101.4,100.0
635,2022-12-21,up,109.0,101.0
636,2023-01-31,down,106.0,109.0
637,2023-02-28,down,103.4,108.5
638,2023-03-28,up,104.0,101.0
639,2023-04-25,down,103.7,104.0
640,2023-05-30,up,102.5,99.0
641,2023-06-27,up,110.1,104.0
642,2023-07-25,up,114.0,111.8
643,2023-08-29,down,108.7,116.0
644,2023-09-26,down,104.3,105.5
645,2023-10-31,down,99.1,100.0
646,2023-11-28,neutral,101.0,101.0
647,2023-12-20,up,108.0,103.8
648,2024-01-30,down,110.9,114.2
649,2024-02-27,down,104.8,114.8
650,2024-03-26,down,103.1,106.9
651,2024-04-30,down,97.5,104.0
652,2024-05-28,up,101.3,96.0
653,2024-06-25,down,97.8,100.0
654,2024-07-30,up,101.9,99.7
655,2024-08-27,up,105.6,100.9
656,2024-09-24,down,99.2,103.9
657,2024-10-29,up,109.6,99.5
658,2024-11-26,up,112.8,111.8
659,2024-12-23,down,109.5,112.9
660,2025-01-28,down,105.3,105.7
661,2025-02-25,down,100.1,102.7
662,2025-03-25,down,93.9,94.2
663,2025-04-29,down,85.7,87.7
664,2025-05-27,up,98.4,87.1
665,2025-06-24,down,93.0,99.4
