1,RGLD
2,CORZ
3,INDB
4,ENVX
5,APGE
6,NAVI
7,COGT
8,BTBT
9,SBET
10,NPK
11,KALV
12,BMNR
13,ZVRA
14,PRME
15,WOLF
16,CGCT
17,ALDF
18,FDBC
19,TVAI
20,KGEI
